10/12/2024 09:45:54	SHS	7019	udāna	rises us	rises up	Typo	srhodes@snowcrest.net	Done
11/11/2024 10:50:33	MW	407	akrodha	Headword Listed Twice	"Please note that the Headword ""akrodha [ID=407]"" has been listed TWICE. I think that once is enough. The annexure reads: ""á-krodha (ŚBr.)"". So the accent appears to be different here, but it should be able to be included with the first instance of ""akrodha [ID=407]"" and marked with the ""circle-S"" symbol. The second listing of ""akrodha [ID=407]"" which follows after the first listing of the Headword  ""akrūra [ID=405]"" should be deleted. Also, please note that the Window Display listing of the Supplemental Addition from the annexure: ""ákrodha (ŚBr.)"" is ENTIRELY MISSING from MW Online. In place of its absence we find the following Supplemental Addition TWICE: ""ákrūra (ŚBr.) [ID=408.1 sup]"" AND ALSO the following Supplemental Addition TWICE: ""ákrūra (ŚBr.) [ID=408.2 sup]"". Please notice the identity between the two DOUBLE LISTINGS with a simple decimal point change in the ID number: ""408.1"" and ""408.2"" . So there are FOUR LISTINGS FOR the Supplemental Addition: ""ákrūra (ŚBr.)"" AND ZERO LISTINGS FOR the Supplemental Addition: ""ákrodha (ŚBr.)"". LB *****(Super-Duper-kaching!)"	Headword Listed Twice	srhodes@snowcrest.net	
11/11/2024 11:27:16	MW	379.1	akti	Perhaps a single Indentation?	"Also, Perhaps a Placement CORRECTION: Place the Headword ""akti"" AFTER the Headword """"aktā́ [ID=380]"", according to Alphabetical Order."	Perhaps a single Indentation?	srhodes@snowcrest.net	
11/11/2024 11:30:11	MW	379.1	akti	Window Display Triple Listing!	"Please note that the word: ""akti f. ointment, L. [ID=379.1 sup]"" has been TRIPLY LISTED in the Window Display under the following three Headwords: ""1. akta [ID=377]"" AND ""2. aktá [ID=378]"" AND ""akti [ID=379.1 sup]"". It only needs to be listed ONE TIME under its own Headword."	Window Display Triple Listing!	srhodes@snowcrest.net	
11/11/2024 11:32:02	MW	379.1	akti	2. aktá mfn. (√añj), smeared over, diffused, bedaubed, tinged, characterized. Often ifc. (cf. raktākta) [ID=378] LB aktá n. oil, ointment. [ID=379]	"ENTIRELY DELETE ALL OF THE ABOVE, which has been erroneously placed under the Headword ""akti"""	Typo	srhodes@snowcrest.net	
11/11/2024 11:38:53	MW	358.1	akṛṣṭa	Window Display Placement	"Please relocate the Supplemental Definition to AFTER the Main Entry Definition: ""not drawn [ID=359]""."	Window Display Placement	srhodes@snowcrest.net	
11/11/2024 11:49:38	MW	305.1	ákuśala	Supplemental Insertion – Missing Symbol	"Please add the ""circle-S"" Supplemental Insertion Symbol to the right side of this word in the Hierarchy List Display. Please note that we have caught another escapee (from Jim's automated correction). However, remember that there is also a Revision so that both ""circle-R"" and ""circle-S"" symbols need to be used in the Hierarchy Display. Have you settled on a consistent ordering of ""circle-R"" and ""circle-S"" for Double Display in the Hierarchy List. Obviously it is good to be consistent in this regard, and not sometimes ""R S"" and sometimes ""S R"". The initials to my legal name are: ""S. R."", so I would vote for that, but ""R S"" is ok, because in a more formal way it references my last name first! (LOL)"	Supplemental Insertion – Missing Symbol	srhodes@snowcrest.net	
11/11/2024 16:26:19	MW	218170	śī	Impv. -śetām	Impv. śetām	Typo	srhodes@snowcrest.net	
11/12/2024 05:07:31	MW	205886	vedānta	See Below	"Since the Headword ""vedānta"" appears Twice in the Hierarchy List: 1) first as a pointer and 2) the official location; I am wondering if the letter ""a"" and ""b"" should be used to ""mark"" the two Headwords such as: ""a. vedānta [ID=205886] and  b. vedānta [ID=205943]"""	See Above	srhodes@snowcrest.net	
11/12/2024 05:07:31	MW	205886	vedānta	See Below	"Since the Headword ""vedānta"" appears Twice in the Hierarchy List: 1) first as a pointer and 2) the official location; I am wondering if the letter ""a"" and ""b"" should be used to ""mark"" the two Headwords such as: ""a. vedānta [ID=205886] and  b. vedānta [ID=205943]"""	See Above	srhodes@snowcrest.net	
11/12/2024 05:56:15	MW	284	akutas	Missing Headword	"Please note that the annexure gives the word: ""akutaś (in comp. for a-kutas)"". I know that this is extremely minor, but you may choose to add to the Hiearchy List between the Headword ""akutas"" and the following compounds."	Missing Headword	srhodes@snowcrest.net	
11/12/2024 06:01:25	MW	283.1	akuṇḍala	ear-rings	earrings	"Typo – Please note that this is a suggested Global ""Print Change"". If you like the idea, then you may do a ""search and replace"" using the singular target ""ear-ring"" (which of course will cover singular and plural cases). As a side note, SHABDA does use the form ""earring"", at least sometimes."	srhodes@snowcrest.net	
11/12/2024 06:19:10	MW	117.11	aṃhana	Ultimate Placement Error	"Please note the following opening statement: ""aṃhana n. (fr. √1. aṃh)"". Therefore, we can be certain that the correct placement should be just before the Headword ""aṃhri m. [ID=108]"". Also, please note the auspicious number ""108"", as we approach the end of these annexure corrections."	Ultimate Placement Error	srhodes@snowcrest.net	
11/12/2024 06:22:55	MW	124	aṃhomuc	Missing Headword	"Please add the Headword ""aṃho (in comp. for aṃhas)"". This follows the annexure printed text, and it is a nice touch prior to the following compounds."	Missing Headword	srhodes@snowcrest.net	
11/12/2024 06:29:27	MW	97	aṃsadhrī	Revision (but also retain Main Entry?)	"You may choose to retain the Main Entry definition with the ""cross-out line"". Unless it is absolutely incorrect."	Revision (but also retain Main Entry?)	srhodes@snowcrest.net	
11/12/2024 06:32:07	MW	52	aṃśu	Revision Symbol Missing	"Please add the ""circle-R"" Revision Symbol to the right side of this word in the Hierarchy List Display. We have caught another escapee (from Jim's automated correction). (kaching!)"	Revision Symbol Missing	srhodes@snowcrest.net	
11/12/2024 10:01:50	MW	261992.1	havyā	1. havya n. (for 2. See col. 2) anything to be offered as an oblation, sacrificial gift or food (in later language often opp., to kaivya, q.v.), RV.; &c. [ID=261992]	DELETE	"Typo – It does not seem correct to include the definition for the Headword ""1. havya"" in the Window Display, when in fact the Headword selected for viewing is simply ""havyā f.""."	srhodes@snowcrest.net	
11/12/2024 10:06:56	MW	261992.1	havyā	Placement Error	"The supplemental insertion of this Headword may be better placed just after the word ""havyāśana [ID=262023]"" which ends the compounds for the neuter Headword ""havya"". I believe there are similar situations in MW dictionary where the compounds of a neuter Headword pūrvapada are listed before the feminine Headword is given."	Placement Error	srhodes@snowcrest.net	
11/12/2024 10:21:25	MW	258237.5	svavokṣita	Placement Error	"The supplemental insertion of this Headword should be placed just before the word ""svavyāja [ID=259466]"" in the Hierarchical listing of words. The reason for this is because at this location we have words listed where the initial portion ""sva"" is a result of Sandhi: the prefix ""su"" followed by the vowel ""a"". And this analysis matches the Headword ""sv-avokṣita mfn. well sprinkled"", as can clearly be seen. BUT, the current location of the Headword ""sv-avokṣita"" is in the midst of compounds formed from the pūrvapada ""sva"" as ""sva—vairitā"" and ""sva-śakti"". (kaching!)"	Placement Error	srhodes@snowcrest.net	
11/12/2024 10:26:10	MW	148780	bharadvājin	°nāṃ vratam N. of a Sāman	°nāṃ vratam, N. of a Sāman	Typo	srhodes@snowcrest.net	
11/12/2024 10:41:06	MW	255804	sthiraśaṅkukarṇa	Revision Reconsideration	"Please note that the Main Entry Definition Reads: ""sthira—śaṅku-karṇa mfn. having upright ears like spikes, ib."" LB —NOW consider the following equation: ""ib."" = ""short for ibid."" = ""in the same source (used to save space in textual references to a quoted work which has been mentioned in a previous reference)"" LB ——NOW consider the previous word listed in the Main Entry: ""sthira—vikrama mfn. taking firm strides, Bcar. [ID=255803]"". Please note the source cited: ""Bcar."". LB ———THEREFORE, one wonders why bother with this revision which simply changes the abbreviation: ""ib."" which SERVES THE PURPOSE PERFECTLY, and instead print the REDUNDANT NAMING of the exact same source previously cited: ""Bcar."".  LB ————REMEMEBER, Sanskrit Prides Itself on BREVITY, this Revision is a WORDY CONCOCTION that is completely IRRELEVANT when all the facts are examined by one with clear vision."	Revision Reconsideration	srhodes@snowcrest.net	
11/12/2024 10:58:13	MW	250674.1	suhemanta	Headword Listed Twice	"I recommend eliminating the second instance of the word ""suhemanta"". There is no need to repeat this Headword Twice. Also, please include the ""circle-S"" Symbol to the right side of the FIRST instance of this Headword in the Hierarchy List Display. (kaching!)"	Headword Listed Twice	srhodes@snowcrest.net	
11/12/2024 11:09:48	MW	243607.2	sāhavadīna	Placement Error	"The supplemental insertion of this Headword should be relocated and there are three possible locations depending on the correct analysis: 1) Place just after the word ""sāhaya [ID=243608]"", so as not to interrupt the existing eytamological relation of words; 2) Place after the pūrvapada ""1. sāha [ID=243578]"" if analysis is correct; 3) 2) Place after the pūrvapada ""2. sāha m. [ID=243585]"" if analysis is correct."	Placement Error	srhodes@snowcrest.net	
11/12/2024 11:09:56	MW	243607.1	sāhapadīna	Placement Error	"The supplemental insertion of this Headword should be relocated and there are three possible locations depending on the correct analysis: 1) Place just after the word ""sāhaya [ID=243608]"", so as not to interrupt the existing eytamological relation of words; 2) Place after the pūrvapada ""1. sāha [ID=243578]"" if analysis is correct; 3) 2) Place after the pūrvapada ""2. sāha m. [ID=243585]"" if analysis is correct."	Placement Error	srhodes@snowcrest.net	
11/12/2024 11:19:42	MW	240617	sahasrapoṣa	th°-fold	thousandfold	"Typo – Please note that this is a suggested ""Global Print Change"". There is no need to hyphenate the word as: ""thousand-fold"". I consider that ""thousandfold"" is better. So that could be a second print change as well: ""thousand-fold"" —> ""thousandfold""."	srhodes@snowcrest.net	
11/12/2024 11:26:12	MW	238463.1	sarvapūruṣa	(a house) containing all men, Hir.	-pūruṣa, mfn. (a house) containing all men, Hir.	"Please note that this correction follows the printed text which does specifically mentions this definition used with the long vowel ""ū"" as ""sarvapūruṣa"" and NOT ""sarvapuruṣa""."	srhodes@snowcrest.net	
11/12/2024 11:29:54	MW	238462	sarvapuruṣa	NO SUPPLEMENT	"Please REMOVE the ""circle-S"" Supplement Symbol for this Headword. The Supplement ONLY applies to the long vowel version: ""sarvapūruṣa"". This is an interesting case where a ""grouping"" actually has a subtle nuance that differentiates between the two words. This subtle nuance MUST find scope and not be ""blurred"" by ativyāpti."	NO SUPPLEMENT	srhodes@snowcrest.net	
11/12/2024 12:11:58	AP90	29065	satya	The abode of Brahman	The abode of Brahmā	"Typo – Please note that this is a suggested ""print change"". The reasoning is that ""Brahman"" neuter gender does not have an abode. Therefore the ""Brahman"" cited here is specifically the masculine gender which refers to ""Brahmā (the creator)"", so to speak. I have made this correction to my own dictionary just to make things CLEAR, which is the point of a dictionary to begin with. Another option, would be to add ""(Brahmā)"" in parenthesis."	srhodes@snowcrest.net	
11/12/2024 15:27:49	MW	235217	samud	(H2) [Printed book page 1332,3] LB accord. to some = ‘conversation’, AV. viii, 1, 15. [ID=235217.1 sup] LB ←  (H1) [Printed book page 1167,2] LB sa-mud mfn. joyful, glad, Śiś. [ID=235354]	DELETE ALL OF THE ABOVE	"TYPO – Please note that the Headword ""samud"" NEEDS some attention: 1) the ID number being referenced here [ID=235217] REFERS ONLY to the verb ""sam-√ud"". The placement is correct, but the OTHER definitions relate to an ENTIRELY different Headword ""sa-mud"". Please notice the difference between the UPASARGA ""sam"" used in the verb ""sam-ud"" AND the prefix ""sa"" used with the non-verb ""sa-mud"". VERY DIFFERENT WORDS! They Should NOT be ""tied together"" in the SAME Window Display! "	srhodes@snowcrest.net	
11/12/2024 15:41:11	MW	235217.1	samud	DELETE THIS HEADWORD ENTIRELY	"TYPO – Please note that there are ONLY two Headwords named: ""samud"":  LB 1)  the verb ""sam-√ud. [ID=235217]"" LB 2) ""sa-mud mfn. joyful, glad, Śiś. [ID=235354]"" LB This second ""samud mfn. [ID=235354]"" is ALREADY properly located here: BETWEEN the Headword ""samunna [ID=235353]"" AND the Headword ""sam-ud-√añc [ID=235355]"". LB 3) Therefore this THIRD listing of the Headword ""samud [ID=235217.1 sup]"" is ERRONEOUS. Of course the Supplemental Addition does exist, BUT it should be included with the existing Headword ""sa-mud [ID=235354]"" LB 4) Now, I admit that I may be WRONG in some part of what has been stated here. The Supplemental Headword ""samud [ID=235217.1 sup]"" may have a differentiating accent that requires a THIRD listing of the Headword ""samud"", but then you can see this all begins to get confusing. So I leave up to Jim and Andhrabharati as to what needs to be done here. LB 5) BUT CERTAINLY this Supplemental Headword ""accord. to some = ‘conversation’, AV. viii, 1, 15. [ID=235217.1 sup]"" SHOULD NOT BE LUMPED TOGETHER with the verb form ""sam-√ud. [ID=235217]"" NOR SHOULD IT BE LOCATED (and indented) in the Hierarchy after the verb: ""samund [ID=235217.05]""."	DELETE THIS HEADWORD ENTIRELY	srhodes@snowcrest.net	
11/12/2024 15:49:12	MW	233137.1	samambhūmi	Headword Listed Twice	"Perhaps this is due to a difference in accent? Otherwise DELETE one of the two Duplicates and included both definitions together under a single Headword: """"samambhūmí [ID=233137] and [ID=233137.1]"". One more point on accents: Please note that the Hierarchy List itself does NOT display accents. So if a Headword is Double Listed because of a difference in accent, the difference in appearance does NOT show itself in the Hierarchy List – so then why bother double Listing a Headword, when the Window Display will clearly show the difference in accents if there are indeed two Headwords being differentiated."	Headword Listed Twice	srhodes@snowcrest.net	
11/12/2024 15:50:26	MW	233137.1	samambhūmi	Headword Listed Twice	"Perhaps this is due to a difference in accent? Otherwise DELETE one of the two Duplicates and included both definitions together under a single Headword: """"samambhūmí [ID=233137] and [ID=233137.1]"". One more point on accents: Please note that the Hierarchy List itself does NOT display accents. So if a Headword is Double Listed because of a difference in accent, the difference in appearance does NOT show itself in the Hierarchy List – so then why bother double Listing a Headword, when the Window Display will clearly show the difference in accents if there are indeed two Headwords being differentiated."	Headword Listed Twice	srhodes@snowcrest.net	
11/13/2024 05:55:10	MW	257404	saniṣyada	MS. AV.	MS.; AV.	Typo	srhodes@snowcrest.net	
11/13/2024 05:55:47	MW	257404	saniṣyada	MS. AV.	MS. ; AV.	Typo – UPDATED CORRECTION (added spacing)	srhodes@snowcrest.net	
11/13/2024 10:15:53	MW	230728	sadoṣavat	2. sa—doṣa—vat mfn.	sa—doṣa—vat mfn.	"Typo – Please DELETE the number ""2"" from the Hierarchy List as well."	srhodes@snowcrest.net	
11/13/2024 10:16:38	MW	230729	sadoṣavikāśa	2. sa—doṣa—vikāśa	sa—doṣa—vikāśa	"Typo – Please DELETE the number ""2"" from the Hierarchy List as well."	srhodes@snowcrest.net	
11/13/2024 10:22:33	MW	227499	saṃhotra	Amend Revision (with Cross Out Line)	"I suggest that MW online retains the original definition with the ""cross out line"", so that readers can ""see the whole picture"" and make an informed decision."	Amend Revision (with Cross Out Line)	srhodes@snowcrest.net	
11/13/2024 11:23:55	MW	222076.1	śyāmajayanta	śyāma-jayanta and	śyāmajayanta and -sujayanta, m. N. of teachers, JaimUp.	"Typo – Please note that this is actually a Group Splitting Error! The two Headwords: ""śyāmajayanta and śyāmasujayanta"" are given together as a group in the annexure. This grouping must be maintained when brought into the Main Entry Hierarchy. The Placement of the first Headword: ""śyāmajayanta [ID=222076.1 sup]"" is Correct. The Placement of the second Headword: ""śyāmasujayanta [ID=222096.1 sup]"" is incorrect due to ""Group Splitting""."	srhodes@snowcrest.net	
11/13/2024 11:27:27	MW	222096.1	śyāmasujayanta	śyāma-sujayanta m. N. of teachers, JaimUp.	śyāmajayanta and -sujayanta, m. N. of teachers, JaimUp.	"Typo – Please note that this is actually a Group Splitting Error! The two Headwords: ""śyāmajayanta and śyāmasujayanta"" are given together as a group in the annexure. This grouping must be maintained when brought into the Main Entry Hierarchy. The Placement of the first Headword: ""śyāmajayanta [ID=222076.1 sup]"" is Correct. The Placement of the second Headword: ""śyāmasujayanta [ID=222096.1 sup]"" is incorrect due to ""Group Splitting"". Therefore, please RELOCATE the Headword: ""śyāmasujayanta"" to immediately follow the correctly placed Headword: ""śyāmajayanta [ID=222076.1 sup]"". And I believe that you like to maintain the identical definition for both Headwords according to the Grouping Protocol."	srhodes@snowcrest.net	
11/13/2024 13:02:10	MW	171694	yu	ayaviṣṭa Gr.;	ayāviṣṭa Gr.;	"Typo – Based upon multiple sources, I believe that this is a ""print change"" to the aorist, 2nd Person plural form. Since it appears that MW is citing this form according to ""Grammar"", it is strange that I do not find confirmation anywhere. I would greatly appreciate if Andhrabharati will have a look into this."	srhodes@snowcrest.net	
11/14/2024 04:29:02	MW	193138	vidrumacchavi	2. vi—druma—cchavi	vi—druma—cchavi	"Typo – Please DELETE the number ""2"" from both the Window Display and the Hierarchy List. ALSO, please note that this correction applies to all the following words ending with and inclusive of: ""2. vi—druma—vana [ID=193148]"""	srhodes@snowcrest.net	
11/14/2024 04:47:42	MW	193158	vidharmatas	1. vi—dharma—tas	vi—dharma—tas	"Typo – Please DELETE the number ""1"" from both the Window Display and the Hierarchy List."	srhodes@snowcrest.net	
11/14/2024 04:48:16	MW	193159	vidharmastha	1. vi—dharma—stha	vi—dharma—stha	"Typo – Please DELETE the number ""1"" from both the Window Display and the Hierarchy List."	srhodes@snowcrest.net	
11/14/2024 04:58:31	MW	193155	vidharma	1. vi—dharma mfn. (for 2. See vi-√dhṛ) wrong, unjust, unlawful (also °maka)	vi—dharma mfn. wrong, unjust, unlawful (also °maka)	"Typo – Please DELETE the number ""1"" from both the Window Display and the Hierarchy List. I am certain that ""2. vidharma"" DOES NOT EXIST. I have checked the under the direction specified: ""(for 2. See vi-√dhṛ)"" AND I find no listing for ""2. vidharma"". Therefore this is a SERIOUS ""print change"". ALSO, you may choose to add the word ""vidharmaka"" (mentioned here) as a searchable Headword with the appropriate definition being: ""vi-dharmaka mfn. wrong, unjust, unlawful"". ALSO, for my own dictionary, I have placed the word ""vidharmaka"" AFTER the proper compound ""vidharmastha"". However, you may consider this to be a ""group"" (vidharma and vidharmaka) and place accordingly. I consider most ""bahiraṅga groups"" (metaphorically speaking) to be HAPPENSTANCE (unless perhaps in related names of the same individual) and do not give them much attention in my own dictionary. I do however prioritize the ""antaraṅga groups"" which I consider to be an absolute grammatical fact of the Sanskrit language."	srhodes@snowcrest.net	
11/14/2024 05:27:01	MW	220888.1	śeṣa	Supplemental Insertion – Missing Symbol	"Please add the ""circle-S"" Supplemental Insertion Symbol to the right side of this word in the Hierarchy List Display. Please note that we have caught another escapee (from Jim's automated correction). Namaste Jim, I hope that you are enjoying a very restful and rejuvenating break from all these seemingly endless corrections. As for Aumsanskrit, he doesn't take breaks!"	Supplemental Insertion – Missing Symbol	srhodes@snowcrest.net	
11/14/2024 05:59:19	MW	218991	śukravāsara	Headword Listed Twice	Delete the first listing of this Headword and Retain the second listing along with the Supplementary definition and symbol.	Headword Listed Twice	srhodes@snowcrest.net	
11/14/2024 06:08:58	MW	216475.1	śāhājyāhām	śāhā-jyāhām m?. Shāh Jahān (emperor),	śāhā-jyāhām m. Shāh Jahān (emperor),	"Typo – Please note that the Emperor ""Shāh Jahān"" was very displeased that MW has been questioning his gender! It was bad enough that he was relegated to the annexure (LOL)."	srhodes@snowcrest.net	
11/14/2024 10:09:15	MW	214311	śaśadhara	Headword Listed Twice	"DELETE the second duplicate listing of this Headword in the Hierarchy List where the ""circle-S"" Supplemental Insertion Symbol is currently visible. Then, simply include the ""circle-S"" Supplemental Insertion Symbol to the right side of this word in the Hierarchy List Display in its now First and Singular occurrence. You may even choose to ADD the searchable Headword ""śaśadharavāra m. Monday, Inscr."" which seems to be the indication here along with its own ""circle-S"" Supplemental Symbol to the right side of this NEW Headword in the Hierarchy List Display."	Headword Listed Twice	srhodes@snowcrest.net	
11/14/2024 10:14:45	MW	214221.1	śalālugrapsa	Placement Error	"The supplemental insertion of this Headword should be placed just before the word ""śalāluka [ID=214221.01]"" in the Hierarchical listing of words. The reason for this is because this Supplemental Word ""śalālu-grapsa"" is a PROPER COMPOUND (which also should be double indented in the Hierarchy List). Whereas the Headword ""śalāluka"" is simply a derived word using the suffix ""ka""."	Placement Error	srhodes@snowcrest.net	
11/14/2024 10:15:35	MW	214221.2	śalāluglapsa	Placement Error	"The supplemental insertion of this Headword should be placed just before the word ""śalāluka [ID=214221.01]"" in the Hierarchical listing of words. The reason for this is because this Supplemental Word ""śalālu-glapsa"" is a PROPER COMPOUND (which also should be double indented in the Hierarchy List). Whereas the Headword ""śalāluka"" is simply a derived word using the suffix ""ka""."	Placement Error	srhodes@snowcrest.net	
11/14/2024 10:30:51	MW	211490.1	śaṅkukarṇa	becomes śaṅkū́-karṇa	becomes śaṅkū-karṇa	"Typo – Please note that this is a SERIOUS correction because the annexure does NOT show the addition of an accent. Also, the following looks like a ""print change"":  the printed page reads: “Pāṇ. vi, 2, 112; vi, 3-115”; so the final portion of the second Rule cited has been alread corrected as follows: ""Pāṇ. vi, 2, 112; vi, 3, 115"". BUT, this is a ""print change"", especially if it has not been marked as such. ALSO, I am including this Supplemental Headword in my own dictionary (and you may choose to do the same as a searchable Headword): ""śaṅkū-karṇa mf(ī or ā)n. having the ear marked with a śaṅku or like a ś°’, Pāṇ. vi, 2, 112; vi, 3, 115."""	srhodes@snowcrest.net	
11/14/2024 11:01:33	MW	214837.1	śākunimitra	śākuni-mitra	śakuni-mitra	"HEADWORD TYPO – Please note that this is a VERY SERIOUS ERROR. This correction follows the printed text, and I have also confirmed the accuracy of this correction from the absolute authority on this particular issue. Of course now, the supplemental insertion of this Headword MUST be properly relocated within the Etymological Hiearchy. The proper location is just after the Headword ""śakuniprapā [ID=211366]"". Super-Duper-kaching!"	srhodes@snowcrest.net	
11/14/2024 11:01:33	MW	214837.1	śākunimitra	śākuni-mitra	śakuni-mitra	"HEADWORD TYPO – Please note that this is a VERY SERIOUS ERROR. This correction follows the printed text, and I have also confirmed the accuracy of this correction from the absolute authority on this particular issue. Of course now, the supplemental insertion of this Headword MUST be properly relocated within the Etymological Hiearchy. The proper location is just after the Headword ""śakuniprapā [ID=211366]"". Super-Duper-kaching!"	srhodes@snowcrest.net	
11/14/2024 11:01:33	MW	214837.1	śākunimitra	śākuni-mitra	śakuni-mitra	"HEADWORD TYPO – Please note that this is a VERY SERIOUS ERROR. This correction follows the printed text, and I have also confirmed the accuracy of this correction from the absolute authority on this particular issue. Of course now, the supplemental insertion of this Headword MUST be properly relocated within the Etymological Hiearchy. The proper location is just after the Headword ""śakuniprapā [ID=211366]"". Super-Duper-kaching!"	srhodes@snowcrest.net	
11/14/2024 11:09:55	MW	211354	śakuni	cilla accord.	cilla, accord.	Typo	srhodes@snowcrest.net	
11/14/2024 11:16:09	MW	211356	śakuni	N. of a Naga	N. of a Nāga	Typo	srhodes@snowcrest.net	
11/14/2024 15:12:36	MW	210347.1	vyeman	Placement Error	"The supplemental insertion of this Headword should be placed just after the word ""vīta [ID=210346]"" in the Hierarchical listing of words (and I believe with a single indentation). I admit that I am making an educated guess here, but for my own purpose regardless of any opinion to the contrary, I am placing the word ""vyeman [ID=210347.1 sup]"" under the root √vye in my own dictionary. If you like this idea, then you may follow my lead as stated in the first sentence above."	Placement Error	srhodes@snowcrest.net	
11/15/2024 04:57:59	MW	178213	ru	cf. Pāṇ. vii, 3, 15	cf. Pāṇ. vii, 3, 95	Typo – Scott finds needle in haystack (kaching!)	srhodes@snowcrest.net	
11/15/2024 04:59:25	MW	178213	ru	ravoti	ravati	Typo – Scott finds needle in haystack (kaching!)	srhodes@snowcrest.net	
11/15/2024 05:49:14	MW	205838	vedasaṃnyāsin	Headword Listed Twice	"DELETE the intial listing and retain the second listing along with the ""circle-S"" Supplement symbol. I see that this Headword is part of a ""group"", however the Supplemental addition does not require the repetition of this Headword."	Headword Listed Twice	srhodes@snowcrest.net	
11/15/2024 05:58:28	MW	204858	vṛṣ	Review Supplement	"It appears that the word ""add"" may mean simply to add the following: ""[cf. Gaëlic pas, a shower]"". As far as the definition: ""to rain"", well that is already a basic definition of this verb (so nothing new). Please review the following from the printed text: ""to rain, add, [cf. Gaëlic pas, a shower]."""	Review Supplement	srhodes@snowcrest.net	
11/15/2024 11:03:10	MW	193656	viṣṭāva	Headword Listed Twice	"DELETE the first listing of this Headword in the Hierarchy and retain the second occurrence along with the ""circle-S"" Symbol."	Headword Listed Twice	srhodes@snowcrest.net	
11/15/2024 11:04:19	MW	193656	viṣṭāva	Lāṭy.; PañcavBr., Sch.	Lāṭ.; PañcavBr., Sch.	Typo – Please note that this correction follows the printed text of the Main Entry.	srhodes@snowcrest.net	
11/15/2024 11:12:16	MW	193656.1	viṣṭāva	Supplement or Revision	"Please compare the printed text of the Main entry with the annexure. The definitions given are virtually identical except for the SINGLE source citation in the annexure, printed as ""Lāṭy."" ; Does this indicate a Revision of the Main Entry citation ""Lāṭ.""? And if so, to what extent does this Revision apply? Is this Revision meant to cancel: ""PañcavBr., Sch.""?"	Supplement or Revision	srhodes@snowcrest.net	
11/15/2024 11:33:09	MW	193503.1	vivatsā	Placement Error	"Please note that the PROOF of this placement correction is given in the very definition itself: ""(fr. Desid. of √5. vas)"". Therefore, please relocate this Headword accordingly. This also raises another point: ""It would be very useful to be able to search words in MW online according to the ID number."" Because, in this current case, it is laborious to locate ""√5. vas"", simply by scrolling through the Hierarchy. So, I leave the final placement up to you, but the general location is clearly under ""√5. vas"", of course with appropriate indentation."	Placement Error	srhodes@snowcrest.net	
11/15/2024 11:45:16	MW	193398.1	vimṛ́gvan	Placement Error	"The supplemental insertion of this Headword should be placed just after the word ""vimārjana [ID=198870]"" in the Hierarchical listing of words. This correction is according to my own Etymological placement within my own Sanskrit dictionary. I strive for what is simple, straightforward and clear: in other words, I shave with ""Occam's razor""."	Placement Error	srhodes@snowcrest.net	
11/15/2024 13:17:57	MW	111762	nu	návat Ā.	návat, Ā.	Typo	srhodes@snowcrest.net	
11/15/2024 13:19:29	MW	111762	nu	inf. lavitum v.l. nuv°	inf. navitum, v.l. nuv°	Typo –Scott finds needle in haystack (kaching!)	srhodes@snowcrest.net	
11/15/2024 14:19:04	MW	111762	nu	anonavur Subj.	anonavur, Subj.	Typo	srhodes@snowcrest.net	
11/15/2024 15:31:55	MW	197367	vindhyavāsin	Headword Listed Twice	"I recommend to DELETE the second occurrence of this Headword and retain the first instance along with the ""circle-S"" Supplement Symbol. I see that this Supplement is part of a ""group"" with the Headword ""vindhyavāsaka"", however this does not require that the Headword ""vindhyavāsin"" should be Doube Listed to ""accomodate"" the group. Please consider this, you cannot have the NAME ""vindhyavāsin"" without it bearing direct relation to the EXISTING Headword of that same title. For example, if someone has the name ""Idiot"", it will be very difficult to convince other people that he is not an Idiot (having such a name). ALSO, I would recommend relocating the Supplementary definition in the Window Display of the Headword ""vindhyavāsin"" to BELOW the Main Entry Definition. In my view, a Supplementary ""Group"" should not take precedence over the Main Entry Definition itself. As I have mentioned before, a ""group"" such as this is simply Happenstance. The fact of ""vindhyavāsin"" being the N. of a Sāṃkhya teacher is not ""antaraṅga"" (metaphorically speaking) to the Sanskrit Language itself. Therefore the Main Entry Definition which derives ""antaraṅga"" from the Sanskrit Language itself deserves precedence to this ""Happenstance"" grouping from the annexure."	Headword Listed Twice	srhodes@snowcrest.net	
11/15/2024 15:34:35	MW	197137	vinivṛtti	Headword Listed Twice	"I recommend to DELETE the first occurrence of this Headword and retain the second instance along with the ""circle-S"" Supplement Symbol."	Headword Listed Twice	srhodes@snowcrest.net	
11/15/2024 15:40:59	MW	196779.1	vidhya	Placement Error	"The supplemental insertion of this Headword should be placed just after the word ""viddha [ID=196261]"" in the Hierarchical listing of words. The ""hint"" for this relocation is given by MW dictionary itself: ""vidhya mfn. (fr. √vyadh)"". And of course with the proper single indentation."	Placement Error	srhodes@snowcrest.net	
11/15/2024 15:50:24	MW	196118.1	videvam	Placement Error	"It is possible that this Headword should be relocated to follow after ""1. ví—deva [ID=193128]"". What caught my eye here is the ""similarity"" in accent. For example, please compare: ""ví-devam ind. [ID=196118.1 sup]""; and the Current Placement after the Headword: ""2. vi-devá m. [ID=196118]"" which bears a DIFFERENT accent altogether."	Placement Error	srhodes@snowcrest.net	
11/16/2024 02:21:23	MW	256456	snu	siṣṇavīti	soṣṇavīti	"Typo – Please note that this correction is a ""print change"".  Hopefully Andhrabharati will confirm this Intensive form of √snu."	srhodes@snowcrest.net	
